,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
4,2023-09-17,15:00,Serie A,Matchweek 4,Sun,Home,W,4.0,2.0,Sassuolo,2.8,1.3,55.0,13133.0,Luca Mazzitelli,4-4-2,Alessandro Prontera,Match Report,,15.0,5.0,16.8,0.0,1,1,2022,Frosinone
5,2023-09-22,18:30,Serie A,Matchweek 5,Fri,Away,D,1.0,1.0,Salernitana,0.7,1.1,50.0,16217.0,Luca Mazzitelli,4-3-3,Marco Piccinini,Match Report,,9.0,3.0,17.0,2.0,0,0,2022,Frosinone
6,2023-09-28,18:30,Serie A,Matchweek 6,Thu,Home,D,1.0,1.0,Fiorentina,0.7,1.4,52.0,14755.0,Luca Mazzitelli,4-3-3,Francesco Fourneau,Match Report,,11.0,3.0,19.6,0.0,0,0,2022,Frosinone
7,2023-10-01,20:45,Serie A,Matchweek 7,Sun,Away,L,0.0,2.0,Roma,0.9,0.6,50.0,62638.0,Luca Mazzitelli,5-4-1,Matteo Marchetti,Match Report,,8.0,0.0,20.8,0.0,0,0,2022,Frosinone
8,2023-10-08,15:00,Serie A,Matchweek 8,Sun,Home,W,2.0,1.0,Hellas Verona,1.8,0.8,52.0,13034.0,Luca Mazzitelli,4-3-3,Maria Sole Ferrieri Caputi,Match Report,,11.0,2.0,16.6,1.0,0,0,2022,Frosinone
9,2023-10-22,15:00,Serie A,Matchweek 9,Sun,Away,L,1.0,2.0,Bologna,1.5,1.5,45.0,26729.0,Luca Mazzitelli,4-2-3-1,Daniele Doveri,Match Report,,11.0,4.0,18.8,1.0,1,1,2022,Frosinone
10,2023-10-29,12:30,Serie A,Matchweek 10,Sun,Away,L,3.0,4.0,Cagliari,1.5,3.4,53.0,15946.0,Simone Romagnoli,4-2-3-1,Luca Pairetto,Match Report,,10.0,5.0,16.5,1.0,0,0,2022,Frosinone
12,2023-11-06,18:30,Serie A,Matchweek 11,Mon,Home,W,2.0,1.0,Empoli,0.8,1.5,64.0,13229.0,Luca Mazzitelli,4-2-3-1,Gianluca Manganiello,Match Report,,17.0,5.0,21.5,0.0,0,0,2022,Frosinone
13,2023-11-12,20:45,Serie A,Matchweek 12,Sun,Away,L,0.0,2.0,Inter,0.7,3.1,53.0,70816.0,Luca Mazzitelli,3-4-3,Federico Dionisi,Match Report,,12.0,3.0,16.1,0.0,0,0,2022,Frosinone
14,2023-11-26,15:00,Serie A,Matchweek 13,Sun,Home,W,2.0,1.0,Genoa,0.6,1.3,57.0,14018.0,Simone Romagnoli,4-2-3-1,Luca Zufferli,Match Report,,9.0,5.0,19.2,0.0,0,0,2022,Frosinone
15,2023-12-02,20:45,Serie A,Matchweek 14,Sat,Away,L,1.0,3.0,Milan,0.7,1.2,53.0,68684.0,Simone Romagnoli,4-2-3-1,Matteo Marchetti,Match Report,,15.0,3.0,22.7,2.0,0,0,2022,Frosinone
16,2023-12-10,12:30,Serie A,Matchweek 15,Sun,Home,D,0.0,0.0,Torino,0.8,1.2,52.0,13807.0,Simone Romagnoli,3-4-3,Luca Massimi,Match Report,,11.0,5.0,17.1,1.0,0,0,2022,Frosinone
17,2023-12-16,15:00,Serie A,Matchweek 16,Sat,Away,L,1.0,2.0,Lecce,1.7,0.7,60.0,23645.0,Simone Romagnoli,4-3-3,Luca Zufferli,Match Report,,10.0,4.0,18.4,0.0,1,1,2022,Frosinone
19,2023-12-23,12:30,Serie A,Matchweek 17,Sat,Home,L,1.0,2.0,Juventus,0.5,1.1,56.0,38225.0,Simone Romagnoli,3-4-3,Maurizio Mariani,Match Report,,10.0,3.0,21.8,1.0,0,0,2022,Frosinone
20,2023-12-29,20:45,Serie A,Matchweek 18,Fri,Away,L,1.0,3.0,Lazio,1.1,1.5,46.0,40000.0,Simone Romagnoli,3-4-3,Ermanno Feliciani,Match Report,,10.0,1.0,23.7,1.0,1,1,2022,Frosinone
21,2024-01-06,15:00,Serie A,Matchweek 19,Sat,Home,L,2.0,3.0,Monza,1.2,1.3,60.0,13146.0,Ilario Monterisi,3-4-3,Maria Sole Ferrieri Caputi,Match Report,,9.0,4.0,21.6,0.0,1,1,2022,Frosinone
23,2024-01-15,20:45,Serie A,Matchweek 20,Mon,Away,L,0.0,5.0,Atalanta,0.4,3.7,52.0,14195.0,Luca Mazzitelli,4-1-4-1,Alessandro Prontera,Match Report,,8.0,5.0,20.4,0.0,0,0,2022,Frosinone
24,2024-01-21,12:30,Serie A,Matchweek 21,Sun,Home,W,3.0,1.0,Cagliari,2.8,0.6,60.0,,Luca Mazzitelli,4-3-2-1,Federico Dionisi,Match Report,,17.0,7.0,17.7,1.0,0,0,2022,Frosinone
25,2024-01-28,15:00,Serie A,Matchweek 22,Sun,Away,D,1.0,1.0,Hellas Verona,1.2,2.2,51.0,,Simone Romagnoli,4-3-3,Federico La Penna,Match Report,,11.0,6.0,16.5,0.0,0,0,2022,Frosinone
26,2024-02-03,18:00,Serie A,Matchweek 23,Sat,Home,L,2.0,3.0,Milan,1.0,1.4,42.0,,Luca Mazzitelli,4-2-3-1,Luca Pairetto,Match Report,,6.0,3.0,22.7,0.0,1,1,2022,Frosinone
27,2024-02-11,12:30,Serie A,Matchweek 24,Sun,Away,L,1.0,5.0,Fiorentina,1.1,2.2,46.0,,Luca Mazzitelli,4-4-2,Ermanno Feliciani,Match Report,,11.0,3.0,15.1,1.0,0,0,2022,Frosinone
28,2024-02-18,18:00,Serie A,Matchweek 25,Sun,Home,L,0.0,3.0,Roma,1.4,1.8,43.0,,Luca Mazzitelli,4-2-3-1,Antonio Giua,Match Report,,25.0,7.0,20.1,1.0,0,0,2022,Frosinone
29,2024-02-25,12:30,Serie A,Matchweek 26,Sun,Away,L,2.0,3.0,Juventus,0.4,2.0,38.0,,Luca Mazzitelli,5-3-2,Antonio Rapuano,Match Report,,6.0,2.0,22.4,1.0,0,0,2022,Frosinone
30,2024-03-03,15:00,Serie A,Matchweek 27,Sun,Home,D,1.0,1.0,Lecce,1.3,1.2,64.0,,Luca Mazzitelli,4-4-2,Marco Guida,Match Report,,15.0,7.0,21.4,0.0,0,0,2022,Frosinone
31,2024-03-09,15:00,Serie A,Matchweek 28,Sat,Away,L,0.0,1.0,Sassuolo,1.4,0.6,60.0,,Luca Mazzitelli,4-3-3,Federico La Penna,Match Report,,10.0,1.0,26.1,0.0,0,1,2022,Frosinone
1,2023-08-20,18:30,Serie A,Matchweek 1,Sun,Home,L,0,2,Atalanta,0.4,1.3,49.0,12298.0,Andrea Consigli,4-2-3-1,Matteo Marchetti,Match Report,,11.0,3.0,23.0,0.0,0,0,2022,Sassuolo
2,2023-08-27,20:45,Serie A,Matchweek 2,Sun,Away,L,0,2,Napoli,0.2,3.5,33.0,46925.0,Andrea Consigli,4-3-3,Antonio Giua,Match Report,,6.0,1.0,23.8,0.0,0,0,2022,Sassuolo
3,2023-09-01,18:30,Serie A,Matchweek 3,Fri,Home,W,3,1,Hellas Verona,1.7,0.6,47.0,10356.0,Andrea Consigli,4-3-3,Marco Piccinini,Match Report,,15.0,6.0,16.6,1.0,1,1,2022,Sassuolo
4,2023-09-17,15:00,Serie A,Matchweek 4,Sun,Away,L,2,4,Frosinone,1.3,2.8,45.0,13133.0,Martin Erlic,4-4-2,Alessandro Prontera,Match Report,,18.0,7.0,19.2,1.0,0,0,2022,Sassuolo
5,2023-09-23,18:00,Serie A,Matchweek 5,Sat,Home,W,4,2,Juventus,1.6,1.2,43.0,20141.0,Martin Erlic,4-2-3-1,Andrea Colombo,Match Report,,18.0,7.0,17.8,0.0,0,0,2022,Sassuolo
6,2023-09-27,20:45,Serie A,Matchweek 6,Wed,Away,W,2,1,Inter,1.0,0.9,37.0,70864.0,Andrea Consigli,4-2-3-1,Luca Massimi,Match Report,,13.0,6.0,19.1,0.0,0,0,2022,Sassuolo
7,2023-10-02,18:30,Serie A,Matchweek 7,Mon,Home,L,0,1,Monza,1.4,1.5,44.0,10165.0,Andrea Consigli,4-2-3-1,Luca Zufferli,Match Report,,19.0,7.0,17.0,1.0,0,0,2022,Sassuolo
8,2023-10-06,20:45,Serie A,Matchweek 8,Fri,Away,D,1,1,Lecce,1.5,1.7,57.0,26160.0,Gian Marco Ferrari,4-2-3-1,Juan Sacchi,Match Report,,13.0,0.0,22.7,0.0,1,1,2022,Sassuolo
9,2023-10-21,20:45,Serie A,Matchweek 9,Sat,Home,L,0,2,Lazio,0.5,2.3,51.0,15597.0,Gian Marco Ferrari,4-2-3-1,Marco Di Bello,Match Report,,9.0,2.0,23.8,1.0,0,0,2022,Sassuolo
10,2023-10-28,15:00,Serie A,Matchweek 10,Sat,Home,D,1,1,Bologna,0.9,1.0,41.0,16931.0,Gian Marco Ferrari,4-2-3-1,Antonio Giua,Match Report,,16.0,5.0,19.8,0.0,0,0,2022,Sassuolo
12,2023-11-06,20:45,Serie A,Matchweek 11,Mon,Away,L,1,2,Torino,0.5,3.5,46.0,18000.0,Martin Erlic,4-2-3-1,Maria Sole Ferrieri Caputi,Match Report,,5.0,2.0,14.7,0.0,0,0,2022,Sassuolo
13,2023-11-10,18:30,Serie A,Matchweek 12,Fri,Home,D,2,2,Salernitana,2.9,0.8,63.0,10945.0,Gian Marco Ferrari,4-2-3-1,Davide Ghersini,Match Report,,29.0,9.0,16.8,0.0,0,0,2022,Sassuolo
14,2023-11-26,15:00,Serie A,Matchweek 13,Sun,Away,W,4,3,Empoli,2.3,1.4,51.0,9954.0,Martin Erlic,4-2-3-1,Simone Sozza,Match Report,,16.0,8.0,18.2,1.0,1,1,2022,Sassuolo
15,2023-12-03,18:00,Serie A,Matchweek 14,Sun,Home,L,1,2,Roma,0.8,2.3,34.0,19113.0,Andrea Consigli,4-2-3-1,Matteo Marcenaro,Match Report,,8.0,2.0,18.8,0.0,0,0,2022,Sassuolo
16,2023-12-11,20:45,Serie A,Matchweek 15,Mon,Away,L,1,2,Cagliari,0.8,1.1,40.0,15769.0,Andrea Consigli,4-2-3-1,Maurizio Mariani,Match Report,,8.0,4.0,20.2,2.0,0,0,2022,Sassuolo
17,2023-12-17,15:00,Serie A,Matchweek 16,Sun,Away,D,2,2,Udinese,3.0,0.8,67.0,20490.0,Gian Marco Ferrari,4-2-3-1,Gianluca Manganiello,Match Report,,19.0,5.0,19.2,2.0,2,2,2022,Sassuolo
18,2023-12-22,18:30,Serie A,Matchweek 17,Fri,Home,L,1,2,Genoa,1.4,1.6,43.0,11745.0,Gian Marco Ferrari,4-2-3-1,Marco Guida,Match Report,,12.0,3.0,17.7,0.0,0,0,2022,Sassuolo
19,2023-12-30,18:00,Serie A,Matchweek 18,Sat,Away,L,0,1,Milan,0.5,1.5,42.0,70385.0,Gian Marco Ferrari,4-2-3-1,Livio Marinelli,Match Report,,12.0,6.0,24.0,0.0,0,0,2022,Sassuolo
21,2024-01-06,20:45,Serie A,Matchweek 19,Sat,Home,W,1,0,Fiorentina,0.9,1.2,34.0,15759.0,Gian Marco Ferrari,4-2-3-1,Rosario Abisso,Match Report,,7.0,1.0,26.1,0.0,0,0,2022,Sassuolo
22,2024-01-16,20:45,Serie A,Matchweek 20,Tue,Away,L,0,3,Juventus,0.3,1.2,54.0,,Gian Marco Ferrari,4-2-3-1,Marco Piccinini,Match Report,,8.0,4.0,22.6,0.0,0,0,2022,Sassuolo
23,2024-01-28,15:00,Serie A,Matchweek 22,Sun,Away,L,0,1,Monza,0.8,0.4,39.0,,Gian Marco Ferrari,4-3-3,Gianluca Manganiello,Match Report,,14.0,3.0,17.5,1.0,0,0,2022,Sassuolo
24,2024-02-03,20:45,Serie A,Matchweek 23,Sat,Away,L,2,4,Bologna,0.8,1.1,30.0,,Andrea Consigli,4-2-3-1,Juan Sacchi,Match Report,,12.0,4.0,19.5,0.0,0,0,2022,Sassuolo
25,2024-02-10,20:45,Serie A,Matchweek 24,Sat,Home,D,1,1,Torino,0.4,1.0,42.0,,Andrea Consigli,4-2-3-1,Daniele Orsato,Match Report,,11.0,4.0,19.3,1.0,0,0,2022,Sassuolo
26,2024-02-17,20:45,Serie A,Matchweek 25,Sat,Away,L,0,3,Atalanta,1.6,4.2,44.0,,Andrea Consigli,4-2-3-1,Alessandro Prontera,Match Report,,11.0,3.0,17.3,0.0,0,1,2022,Sassuolo
27,2024-02-24,15:00,Serie A,Matchweek 26,Sat,Home,L,2,3,Empoli,1.7,2.0,54.0,,Gian Marco Ferrari,4-2-3-1,Gianluca Aureliano,Match Report,,18.0,4.0,18.8,1.0,1,1,2022,Sassuolo
28,2024-02-28,18:00,Serie A,Matchweek 21,Wed,Home,L,1,6,Napoli,0.3,2.7,29.0,,Gian Marco Ferrari,4-3-3,Daniele Chiffi,Match Report,,5.0,2.0,22.5,0.0,0,0,2022,Sassuolo
29,2024-03-03,12:30,Serie A,Matchweek 27,Sun,Away,L,0,1,Hellas Verona,0.5,0.4,52.0,,Gian Marco Ferrari,4-3-3,Fabio Maresca,Match Report,,13.0,2.0,26.8,2.0,0,0,2022,Sassuolo
30,2024-03-09,15:00,Serie A,Matchweek 28,Sat,Home,W,1,0,Frosinone,0.6,1.4,40.0,,Gian Marco Ferrari,4-2-3-1,Federico La Penna,Match Report,,10.0,4.0,19.9,1.0,0,0,2022,Sassuolo
1,2023-08-19,18:30,Serie A,Matchweek 1,Sat,Away,W,1.0,0.0,Empoli,0.5,0.7,52.0,7940.0,Paweł Dawidowicz,3-4-3,Luca Massimi,Match Report,,10.0,4.0,18.2,0.0,0,0,2022,Hellas Verona
2,2023-08-26,20:45,Serie A,Matchweek 2,Sat,Home,W,2.0,1.0,Roma,0.7,1.5,29.0,23147.0,Paweł Dawidowicz,3-4-3,Daniele Doveri,Match Report,,5.0,3.0,15.9,0.0,0,0,2022,Hellas Verona
3,2023-09-01,18:30,Serie A,Matchweek 3,Fri,Away,L,1.0,3.0,Sassuolo,0.6,1.7,53.0,10356.0,Davide Faraoni,3-4-1-2,Marco Piccinini,Match Report,,11.0,3.0,18.8,0.0,0,0,2022,Hellas Verona
4,2023-09-18,20:45,Serie A,Matchweek 4,Mon,Home,D,0.0,0.0,Bologna,0.4,0.6,40.0,18863.0,Davide Faraoni,3-4-3,Federico La Penna,Match Report,,9.0,1.0,17.6,0.0,0,0,2022,Hellas Verona
5,2023-09-23,15:00,Serie A,Matchweek 5,Sat,Away,L,0.0,1.0,Milan,0.6,0.9,46.0,71070.0,Davide Faraoni,3-4-3,Fabio Maresca,Match Report,,10.0,2.0,17.9,0.0,0,0,2022,Hellas Verona
6,2023-09-27,18:30,Serie A,Matchweek 6,Wed,Home,L,0.0,1.0,Atalanta,0.5,1.2,51.0,15936.0,Davide Faraoni,3-4-3,Federico Dionisi,Match Report,,11.0,2.0,23.1,1.0,0,0,2022,Hellas Verona
7,2023-10-02,18:30,Serie A,Matchweek 7,Mon,Away,D,0.0,0.0,Torino,0.3,0.6,45.0,19419.0,Darko Lazović,3-4-3,Ermanno Feliciani,Match Report,,5.0,2.0,24.4,1.0,0,0,2022,Hellas Verona
8,2023-10-08,15:00,Serie A,Matchweek 8,Sun,Away,L,1.0,2.0,Frosinone,0.8,1.8,48.0,13034.0,Darko Lazović,3-4-1-2,Maria Sole Ferrieri Caputi,Match Report,,16.0,4.0,22.7,0.0,0,0,2022,Hellas Verona
9,2023-10-21,15:00,Serie A,Matchweek 9,Sat,Home,L,1.0,3.0,Napoli,1.3,2.3,40.0,20549.0,Davide Faraoni,3-4-3,Rosario Abisso,Match Report,,15.0,9.0,14.8,0.0,0,0,2022,Hellas Verona
10,2023-10-28,20:45,Serie A,Matchweek 10,Sat,Away,L,0.0,1.0,Juventus,0.3,3.3,46.0,39429.0,Davide Faraoni,3-4-1-2,Ermanno Feliciani,Match Report,,7.0,1.0,17.9,0.0,0,0,2022,Hellas Verona
12,2023-11-05,12:30,Serie A,Matchweek 11,Sun,Home,L,1.0,3.0,Monza,1.0,0.9,46.0,17505.0,Davide Faraoni,3-5-2,Giuseppe Collu,Match Report,,16.0,5.0,21.9,0.0,0,0,2022,Hellas Verona
13,2023-11-10,20:45,Serie A,Matchweek 12,Fri,Away,L,0.0,1.0,Genoa,0.2,1.6,50.0,30421.0,Giangiacomo Magnani,3-5-2,Daniele Orsato,Match Report,,7.0,1.0,17.0,0.0,0,0,2022,Hellas Verona
14,2023-11-27,18:30,Serie A,Matchweek 13,Mon,Home,D,2.0,2.0,Lecce,1.7,1.0,49.0,16730.0,Milan Đurić,4-2-3-1,Federico La Penna,Match Report,,19.0,11.0,17.1,2.0,0,0,2022,Hellas Verona
15,2023-12-03,15:00,Serie A,Matchweek 14,Sun,Away,D,3.0,3.0,Udinese,1.3,1.9,60.0,22294.0,Darko Lazović,4-2-3-1,Fabio Maresca,Match Report,,12.0,3.0,19.8,0.0,1,1,2022,Hellas Verona
16,2023-12-09,15:00,Serie A,Matchweek 15,Sat,Home,D,1.0,1.0,Lazio,1.0,1.0,29.0,28311.0,Milan Đurić,4-2-3-1,Giovanni Ayroldi,Match Report,,5.0,1.0,16.2,0.0,0,0,2022,Hellas Verona
17,2023-12-17,15:00,Serie A,Matchweek 16,Sun,Away,L,0.0,1.0,Fiorentina,2.5,0.5,35.0,26311.0,Darko Lazović,4-2-3-1,Maria Sole Ferrieri Caputi,Match Report,,18.0,6.0,14.6,1.0,0,1,2022,Hellas Verona
18,2023-12-23,18:00,Serie A,Matchweek 17,Sat,Home,W,2.0,0.0,Cagliari,0.9,0.8,57.0,16716.0,Paweł Dawidowicz,4-2-3-1,Daniele Orsato,Match Report,,13.0,5.0,17.4,1.0,0,0,2022,Hellas Verona
19,2023-12-30,18:00,Serie A,Matchweek 18,Sat,Home,L,0.0,1.0,Salernitana,0.8,0.5,48.0,18181.0,Paweł Dawidowicz,4-2-3-1,Maurizio Mariani,Match Report,,11.0,0.0,14.8,0.0,0,0,2022,Hellas Verona
20,2024-01-06,12:30,Serie A,Matchweek 19,Sat,Away,L,1.0,2.0,Inter,1.3,1.9,39.0,71691.0,Milan Đurić,4-2-3-1,Michael Fabbri,Match Report,,7.0,3.0,15.2,0.0,0,1,2022,Hellas Verona
21,2024-01-13,18:00,Serie A,Matchweek 20,Sat,Home,W,2.0,1.0,Empoli,0.8,0.8,40.0,28723.0,Milan Đurić,4-2-3-1,Daniele Doveri,Match Report,,11.0,7.0,21.5,1.0,0,0,2022,Hellas Verona
22,2024-01-20,18:00,Serie A,Matchweek 21,Sat,Away,L,1.0,2.0,Roma,1.1,0.9,38.0,,Paweł Dawidowicz,4-2-3-1,Juan Sacchi,Match Report,,11.0,3.0,24.3,0.0,0,1,2022,Hellas Verona
23,2024-01-28,15:00,Serie A,Matchweek 22,Sun,Home,D,1.0,1.0,Frosinone,2.2,1.2,49.0,,Darko Lazović,4-2-2-2,Federico La Penna,Match Report,,13.0,3.0,20.8,0.0,1,2,2022,Hellas Verona
24,2024-02-04,15:00,Serie A,Matchweek 23,Sun,Away,L,1.0,2.0,Napoli,0.9,1.2,32.0,,Darko Lazović,4-2-3-1,Marco Piccinini,Match Report,,12.0,2.0,17.4,0.0,0,0,2022,Hellas Verona
25,2024-02-11,15:00,Serie A,Matchweek 24,Sun,Away,D,0.0,0.0,Monza,0.7,0.7,45.0,,Darko Lazović,4-2-3-1,Davide Massa,Match Report,,10.0,1.0,17.9,1.0,0,0,2022,Hellas Verona
26,2024-02-17,18:00,Serie A,Matchweek 25,Sat,Home,D,2.0,2.0,Juventus,0.6,1.8,44.0,,Darko Lazović,4-2-3-1,Marco Di Bello,Match Report,,14.0,9.0,22.2,1.0,0,0,2022,Hellas Verona
27,2024-02-23,20:45,Serie A,Matchweek 26,Fri,Away,L,0.0,2.0,Bologna,0.6,1.6,42.0,,Paweł Dawidowicz,4-2-3-1,Rosario Abisso,Match Report,,7.0,3.0,20.0,1.0,0,0,2022,Hellas Verona
28,2024-03-03,12:30,Serie A,Matchweek 27,Sun,Home,W,1.0,0.0,Sassuolo,0.4,0.5,48.0,,Darko Lazović,4-4-2,Fabio Maresca,Match Report,,10.0,5.0,26.2,0.0,0,0,2022,Hellas Verona
1,2023-08-20,18:30,Serie A,Matchweek 1,Sun,Away,D,2.0,2.0,Roma,0.1,1.9,40.0,62050.0,Federico Fazio,3-4-3,Ermanno Feliciani,Match Report,,3.0,2.0,22.1,0.0,0,0,2022,Salernitana
2,2023-08-28,18:30,Serie A,Matchweek 2,Mon,Home,D,1.0,1.0,Udinese,0.5,0.8,56.0,20000.0,Antonio Candreva,3-4-3,Davide Massa,Match Report,,9.0,4.0,21.2,0.0,0,0,2022,Salernitana
3,2023-09-03,20:45,Serie A,Matchweek 3,Sun,Away,L,0.0,2.0,Lecce,1.1,1.7,54.0,28052.0,Antonio Candreva,3-4-3,Luca Massimi,Match Report,,11.0,4.0,20.9,1.0,0,0,2022,Salernitana
4,2023-09-18,18:30,Serie A,Matchweek 4,Mon,Home,L,0.0,3.0,Torino,0.7,1.8,56.0,15480.0,Antonio Candreva,3-4-3,Antonio Giua,Match Report,,14.0,4.0,19.8,0.0,0,0,2022,Salernitana
5,2023-09-22,18:30,Serie A,Matchweek 5,Fri,Home,D,1.0,1.0,Frosinone,1.1,0.7,50.0,16217.0,Antonio Candreva,3-4-3,Marco Piccinini,Match Report,,19.0,6.0,16.7,0.0,0,0,2022,Salernitana
6,2023-09-27,18:30,Serie A,Matchweek 6,Wed,Away,L,0.0,1.0,Empoli,0.6,3.2,58.0,7979.0,Antonio Candreva,3-4-3,Antonio Rapuano,Match Report,,14.0,2.0,20.9,0.0,0,0,2022,Salernitana
7,2023-09-30,20:45,Serie A,Matchweek 7,Sat,Home,L,0.0,4.0,Inter,0.6,2.3,36.0,28085.0,Norbert Gyömbér,3-4-3,Rosario Abisso,Match Report,,12.0,3.0,22.6,1.0,0,0,2022,Salernitana
8,2023-10-08,12:30,Serie A,Matchweek 8,Sun,Away,L,0.0,3.0,Monza,0.6,2.8,43.0,12494.0,Antonio Candreva,3-4-3,Luca Massimi,Match Report,,8.0,5.0,17.3,0.0,0,0,2022,Salernitana
9,2023-10-22,15:00,Serie A,Matchweek 9,Sun,Home,D,2.0,2.0,Cagliari,1.5,1.7,49.0,17409.0,Federico Fazio,4-3-2-1,Daniele Chiffi,Match Report,,12.0,1.0,19.4,0.0,1,1,2022,Salernitana
10,2023-10-27,20:45,Serie A,Matchweek 10,Fri,Away,L,0.0,1.0,Genoa,0.6,0.5,49.0,31904.0,Antonio Candreva,3-4-3,Davide Massa,Match Report,,7.0,2.0,21.3,1.0,0,0,2022,Salernitana
12,2023-11-04,15:00,Serie A,Matchweek 11,Sat,Home,L,0.0,2.0,Napoli,0.3,1.4,42.0,16812.0,Federico Fazio,4-2-3-1,Antonio Rapuano,Match Report,,10.0,3.0,18.8,0.0,0,0,2022,Salernitana
13,2023-11-10,18:30,Serie A,Matchweek 12,Fri,Away,D,2.0,2.0,Sassuolo,0.8,2.9,37.0,10945.0,Federico Fazio,4-3-3,Davide Ghersini,Match Report,,9.0,2.0,23.2,1.0,0,0,2022,Salernitana
14,2023-11-25,15:00,Serie A,Matchweek 13,Sat,Home,W,2.0,1.0,Lazio,1.7,2.0,38.0,16700.0,Antonio Candreva,3-4-3,Alessandro Prontera,Match Report,,13.0,6.0,19.0,0.0,0,0,2022,Salernitana
15,2023-12-03,15:00,Serie A,Matchweek 14,Sun,Away,L,0.0,3.0,Fiorentina,0.8,2.5,43.0,26286.0,Federico Fazio,3-4-3,Paride Tremolada,Match Report,,11.0,1.0,19.2,0.0,0,0,2022,Salernitana
16,2023-12-10,18:00,Serie A,Matchweek 15,Sun,Home,L,1.0,2.0,Bologna,0.5,2.1,35.0,16700.0,Antonio Candreva,3-5-2,Simone Sozza,Match Report,,9.0,2.0,17.6,0.0,0,0,2022,Salernitana
17,2023-12-18,20:45,Serie A,Matchweek 16,Mon,Away,L,1.0,4.0,Atalanta,1.3,1.9,49.0,14264.0,Antonio Candreva,4-3-2-1,Ermanno Feliciani,Match Report,,10.0,3.0,16.2,0.0,0,0,2022,Salernitana
18,2023-12-22,20:45,Serie A,Matchweek 17,Fri,Home,D,2.0,2.0,Milan,1.4,2.2,35.0,23467.0,Federico Fazio,4-2-3-1,Daniele Doveri,Match Report,,19.0,7.0,17.2,0.0,0,0,2022,Salernitana
19,2023-12-30,18:00,Serie A,Matchweek 18,Sat,Away,W,1.0,0.0,Hellas Verona,0.5,0.8,52.0,18181.0,Federico Fazio,4-1-4-1,Maurizio Mariani,Match Report,,9.0,3.0,14.4,0.0,0,0,2022,Salernitana
21,2024-01-07,18:00,Serie A,Matchweek 19,Sun,Home,L,1.0,2.0,Juventus,0.8,2.0,30.0,40548.0,Federico Fazio,3-5-2,Marco Guida,Match Report,,8.0,3.0,17.4,0.0,0,0,2022,Salernitana
22,2024-01-13,15:00,Serie A,Matchweek 20,Sat,Away,L,1.0,2.0,Napoli,0.1,2.2,30.0,35000.0,Federico Fazio,3-4-3,Livio Marinelli,Match Report,,6.0,2.0,26.4,0.0,0,0,2022,Salernitana
23,2024-01-21,18:00,Serie A,Matchweek 21,Sun,Home,L,1.0,2.0,Genoa,0.8,1.1,60.0,,Antonio Candreva,4-3-2-1,Daniele Orsato,Match Report,,11.0,2.0,16.6,1.0,0,0,2022,Salernitana
24,2024-01-29,20:45,Serie A,Matchweek 22,Mon,Home,L,1.0,2.0,Roma,1.2,1.6,39.0,,Antonio Candreva,3-4-3,Marco Di Bello,Match Report,,15.0,7.0,15.7,0.0,0,0,2022,Salernitana
25,2024-02-04,12:30,Serie A,Matchweek 23,Sun,Away,D,0.0,0.0,Torino,0.1,0.8,31.0,,Antonio Candreva,3-4-3,Daniele Chiffi,Match Report,,3.0,1.0,25.9,0.0,0,0,2022,Salernitana
26,2024-02-09,20:45,Serie A,Matchweek 24,Fri,Home,L,1.0,3.0,Empoli,0.9,2.2,61.0,,Antonio Candreva,3-4-3,Maurizio Mariani,Match Report,,13.0,4.0,20.3,0.0,0,0,2022,Salernitana
27,2024-02-16,21:00,Serie A,Matchweek 25,Fri,Away,L,0.0,4.0,Inter,0.0,3.9,25.0,,Antonio Candreva,3-4-3,Marco Piccinini,Match Report,,1.0,0.0,32.1,1.0,0,0,2022,Salernitana
28,2024-02-24,18:00,Serie A,Matchweek 26,Sat,Home,L,0.0,2.0,Monza,0.9,2.4,39.0,,Antonio Candreva,3-4-3,Michael Fabbri,Match Report,,11.0,3.0,16.2,0.0,0,0,2022,Salernitana
29,2024-03-02,15:00,Serie A,Matchweek 27,Sat,Away,D,1.0,1.0,Udinese,1.1,1.8,50.0,,Antonio Candreva,4-3-1-2,Gianluca Manganiello,Match Report,,17.0,1.0,20.4,0.0,0,0,2022,Salernitana
30,2024-03-09,15:00,Serie A,Matchweek 28,Sat,Away,L,2.0,4.0,Cagliari,1.0,3.2,70.0,,Antonio Candreva,4-3-1-2,Francesco Fourneau,Match Report,,12.0,5.0,16.5,0.0,0,0,2022,Salernitana
0,2022-08-15,18:30,Serie A,Matchweek 1,Mon,Away,W,5,2,Hellas Verona,2.4,1.1,66.0,16967.0,Giovanni Di Lorenzo,4-3-3,Michael Fabbri,Match Report,,25.0,8.0,15.2,0.0,0,0,2021,Napoli
1,2022-08-21,18:30,Serie A,Matchweek 2,Sun,Home,W,4,0,Monza,2.0,0.1,54.0,36559.0,Giovanni Di Lorenzo,4-3-3,Francesco Fourneau,Match Report,,22.0,5.0,15.3,1.0,0,0,2021,Napoli
2,2022-08-28,20:45,Serie A,Matchweek 3,Sun,Away,D,0,0,Fiorentina,1.7,0.5,52.0,32286.0,Giovanni Di Lorenzo,4-2-3-1,Livio Marinelli,Match Report,,13.0,2.0,14.7,1.0,0,0,2021,Napoli
